text_type,output_step,current_word,current_text,dropped_triplets,total_triplets,triplet_scores
thylacine,70,both,"The thylacine was the largest known carnivorous marsupial of modern times. It is commonly known as the Tasmanian tiger because of its striped lower back, or the Tasmanian wolf because of its canine-like appearance, traits and attributes. Native to continental Australia, Tasmania, and New Guinea, it is believed to have become extinct in the twentieth century. The thylacine was one of only two marsupials to have a pouch in both","[('Tasmania', 'part of', 'Australia (continent) | continental Australia')]","[('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('New Guinea', 'part of', 'Australia (continent) | continental Australia'), ('Thylacine | it', 'endemic to', 'Tasmania'), ('Thylacine | it', 'significant place', 'Tasmania')]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2199999988079071, 0.9900000095367432, 1.0]"
thylacine,74,had,"The thylacine was the largest known carnivorous marsupial of modern times. It is commonly known as the Tasmanian tiger because of its striped lower back, or the Tasmanian wolf because of its canine-like appearance, traits and attributes. Native to continental Australia, Tasmania, and New Guinea, it is believed to have become extinct in the twentieth century. The thylacine was one of only two marsupials to have a pouch in both sexes. The male had","[('Tasmania', 'part of', 'Australia (continent) | continental Australia')]","[('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('New Guinea', 'part of', 'Australia (continent) | continental Australia'), ('Thylacine | it', 'endemic to', 'Tasmania'), ('Thylacine | it', 'significant place', 'Tasmania')]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.20000000298023224, 1.0, 1.0]"
thylacine,84,running,"The thylacine was the largest known carnivorous marsupial of modern times. It is commonly known as the Tasmanian tiger because of its striped lower back, or the Tasmanian wolf because of its canine-like appearance, traits and attributes. Native to continental Australia, Tasmania, and New Guinea, it is believed to have become extinct in the twentieth century. The thylacine was one of only two marsupials to have a pouch in both sexes. The male had a pouch that protected the external reproductive organs while running","[('Tasmania', 'part of', 'Australia (continent) | continental Australia')]","[('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('New Guinea', 'part of', 'Australia (continent) | continental Australia'), ('Thylacine | it', 'endemic to', 'Tasmania'), ('Thylacine | it', 'significant place', 'Tasmania')]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.23000000417232513, 1.0, 1.0]"
thylacine,106,in,"The thylacine was the largest known carnivorous marsupial of modern times. It is commonly known as the Tasmanian tiger because of its striped lower back, or the Tasmanian wolf because of its canine-like appearance, traits and attributes. Native to continental Australia, Tasmania, and New Guinea, it is believed to have become extinct in the twentieth century. The thylacine was one of only two marsupials to have a pouch in both sexes. The male had a pouch that protected the external reproductive organs while running through thick brush. The thylacine has been described as a formidable predator because of its ability to survive and hunt prey in","[('Thylacine | it', 'endemic to', 'Tasmania | Tasmanian')]","[('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('New Guinea', 'part of', 'Australia (continent) | continental Australia'), ('Thylacine | it', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | it', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | it', 'endemic to', 'Tasmania'), ('Thylacine | it', 'significant place', 'Tasmania')]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.15000000596046448, 0.12999999523162842, 0.10000000149011612, 1.0, 1.0]"
thylacine,108,sparsely,"The thylacine was the largest known carnivorous marsupial of modern times. It is commonly known as the Tasmanian tiger because of its striped lower back, or the Tasmanian wolf because of its canine-like appearance, traits and attributes. Native to continental Australia, Tasmania, and New Guinea, it is believed to have become extinct in the twentieth century. The thylacine was one of only two marsupials to have a pouch in both sexes. The male had a pouch that protected the external reproductive organs while running through thick brush. The thylacine has been described as a formidable predator because of its ability to survive and hunt prey in extremely sparsely","[('Thylacine | it', 'significant place', 'Tasmania | Tasmanian')]","[('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('New Guinea', 'part of', 'Australia (continent) | continental Australia'), ('Thylacine | it', 'endemic to', 'Tasmania'), ('Thylacine | it', 'significant place', 'Tasmania')]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.18000000715255737, 1.0, 1.0]"
thylacine,113,had,"The thylacine was the largest known carnivorous marsupial of modern times. It is commonly known as the Tasmanian tiger because of its striped lower back, or the Tasmanian wolf because of its canine-like appearance, traits and attributes. Native to continental Australia, Tasmania, and New Guinea, it is believed to have become extinct in the twentieth century. The thylacine was one of only two marsupials to have a pouch in both sexes. The male had a pouch that protected the external reproductive organs while running through thick brush. The thylacine has been described as a formidable predator because of its ability to survive and hunt prey in extremely sparsely populated areas. The thylacine had","[('Thylacine | The thylacine', 'endemic to', 'Tasmania')]","[('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('New Guinea', 'part of', 'Australia (continent) | continental Australia'), ('Thylacine | it', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | it', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | it', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | it', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | it', 'endemic to', 'Tasmania'), ('Thylacine | it', 'significant place', 'Tasmania')]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.18000000715255737, 0.20999999344348907, 0.3400000035762787, 0.2199999988079071, 0.28999999165534973, 1.0, 1.0]"
thylacine,118,extinct,"The thylacine was the largest known carnivorous marsupial of modern times. It is commonly known as the Tasmanian tiger because of its striped lower back, or the Tasmanian wolf because of its canine-like appearance, traits and attributes. Native to continental Australia, Tasmania, and New Guinea, it is believed to have become extinct in the twentieth century. The thylacine was one of only two marsupials to have a pouch in both sexes. The male had a pouch that protected the external reproductive organs while running through thick brush. The thylacine has been described as a formidable predator because of its ability to survive and hunt prey in extremely sparsely populated areas. The thylacine had become extremely rare or extinct","[('Thylacine | The thylacine', 'significant place', 'Tasmania')]","[('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Tasmania', 'part of', 'Australia (continent) | continental Australia'), ('New Guinea', 'part of', 'Australia (continent) | continental Australia'), ('New Guinea', 'part of', 'Australia (continent) | continental Australia'), ('Thylacine | it', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | it', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | it', 'endemic to', 'Tasmania'), ('Thylacine | it', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | it', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | it', 'significant place', 'Tasmania'), ('Thylacine | The thylacine', 'endemic to', 'Tasmania'), ('Thylacine | The thylacine', 'endemic to', 'Tasmania')]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9900000095367432, 1.0, 1.0, 0.9900000095367432, 1.0, 1.0, 0.9900000095367432, 1.0, 1.0, 1.0, 0.20000000298023224, 0.1599999964237213, 0.20999999344348907, 0.3799999952316284, 0.44999998807907104, 1.0, 0.5899999737739563, 0.5400000214576721, 1.0, 0.23999999463558197, 0.5699999928474426]"
thylacine,120,the,"The thylacine was the largest known carnivorous marsupial of modern times. It is commonly known as the Tasmanian tiger because of its striped lower back, or the Tasmanian wolf because of its canine-like appearance, traits and attributes. Native to continental Australia, Tasmania, and New Guinea, it is believed to have become extinct in the twentieth century. The thylacine was one of only two marsupials to have a pouch in both sexes. The male had a pouch that protected the external reproductive organs while running through thick brush. The thylacine has been described as a formidable predator because of its ability to survive and hunt prey in extremely sparsely populated areas. The thylacine had become extremely rare or extinct on the","[('Tasmania', 'part of', 'Australia (continent) | continental Australia')]","[('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('New Guinea', 'part of', 'Australia (continent) | continental Australia'), ('Thylacine | it', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | it', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | it', 'endemic to', 'Tasmania'), ('Thylacine | it', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | it', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | it', 'significant place', 'Tasmania'), ('Thylacine | The thylacine', 'endemic to', 'Tasmania')]","[1.0, 1.0, 1.0, 0.9900000095367432, 1.0, 1.0, 0.9900000095367432, 1.0, 1.0, 0.9900000095367432, 1.0, 1.0, 1.0, 1.0, 0.9900000095367432, 1.0, 0.20999999344348907, 0.3799999952316284, 0.44999998807907104, 1.0, 0.5899999737739563, 0.5400000214576721, 1.0, 0.5699999928474426]"
thylacine,122,mainland,"The thylacine was the largest known carnivorous marsupial of modern times. It is commonly known as the Tasmanian tiger because of its striped lower back, or the Tasmanian wolf because of its canine-like appearance, traits and attributes. Native to continental Australia, Tasmania, and New Guinea, it is believed to have become extinct in the twentieth century. The thylacine was one of only two marsupials to have a pouch in both sexes. The male had a pouch that protected the external reproductive organs while running through thick brush. The thylacine has been described as a formidable predator because of its ability to survive and hunt prey in extremely sparsely populated areas. The thylacine had become extremely rare or extinct on the Australian mainland","[('Thylacine | The thylacine', 'significant place', 'Australia | Australian')]","[('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('New Guinea', 'part of', 'Australia (continent) | continental Australia'), ('Thylacine | it', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | it', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | it', 'endemic to', 'Tasmania'), ('Thylacine | it', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | it', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | it', 'significant place', 'Tasmania'), ('Thylacine | The thylacine', 'endemic to', 'Tasmania'), ('Thylacine | The thylacine', 'endemic to', 'Tasmania'), ('Thylacine | The thylacine', 'significant place', 'Tasmania'), ('Australia (continent) | Australian mainland', 'location', 'Australia (continent) | continental Australia')]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9900000095367432, 1.0, 1.0, 1.0, 1.0, 0.9900000095367432, 1.0, 1.0, 1.0, 0.20999999344348907, 0.3799999952316284, 0.44999998807907104, 1.0, 0.5899999737739563, 0.5400000214576721, 1.0, 0.5699999928474426, 0.9599999785423279, 0.8899999856948853, 0.23000000417232513]"
thylacine,124,British,"The thylacine was the largest known carnivorous marsupial of modern times. It is commonly known as the Tasmanian tiger because of its striped lower back, or the Tasmanian wolf because of its canine-like appearance, traits and attributes. Native to continental Australia, Tasmania, and New Guinea, it is believed to have become extinct in the twentieth century. The thylacine was one of only two marsupials to have a pouch in both sexes. The male had a pouch that protected the external reproductive organs while running through thick brush. The thylacine has been described as a formidable predator because of its ability to survive and hunt prey in extremely sparsely populated areas. The thylacine had become extremely rare or extinct on the Australian mainland before British","[('Australia (continent) | Australian mainland', 'location', 'Australia (continent) | continental Australia')]","[('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | It', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | its', 'significant place', 'Tasmania | Tasmanian'), ('New Guinea', 'part of', 'Australia (continent) | continental Australia'), ('New Guinea', 'part of', 'Australia (continent) | continental Australia'), ('Thylacine | it', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | it', 'endemic to', 'Tasmania | Tasmanian'), ('Thylacine | it', 'endemic to', 'Tasmania'), ('Thylacine | it', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | it', 'significant place', 'Tasmania | Tasmanian'), ('Thylacine | it', 'significant place', 'Tasmania'), ('Thylacine | The thylacine', 'endemic to', 'Tasmania'), ('Thylacine | The thylacine', 'endemic to', 'Tasmania'), ('Thylacine | The thylacine', 'significant place', 'Tasmania'), ('Thylacine | The thylacine was one of only two marsupials to have a pouch in both sexes. The male had a pouch that protected the external reproductive organs while running through thick brush. The thylacine', 'endemic to', 'Tasmania')]","[1.0, 1.0, 1.0, 1.0, 0.9900000095367432, 1.0, 0.9900000095367432, 1.0, 1.0, 1.0, 1.0, 0.9900000095367432, 1.0, 1.0, 1.0, 0.10000000149011612, 0.20999999344348907, 0.3799999952316284, 0.44999998807907104, 1.0, 0.5899999737739563, 0.5400000214576721, 1.0, 0.5699999928474426, 0.9800000190734863, 0.9399999976158142, 0.28999999165534973]"
